Ecozone,Admn.County,Muncipality,Muncipality_nr,Farmstead,Gnr,Bnr,AskeladdenID,UiB.nr,Site type,SiteID,Site name,Anthropogenic_C14,Uncal.C14Age,C14SD,C14LabCode,Cal.BP_oldest,Cal.BP_median,Cal.BP_youngest,Early Mesolithic,Middle Mesolithic,Late Mesolithic,Early Neolithic,Middle Neolithic (A),Middle Neolithic (B),Late Neolithic,Site size (m2),Elevation (Max),Elevation (Mean),Elevation (Median),Elevation (Min),Elevation (stdev),Conventional date,Conventional date based on Cal.BP (median),X (UTM32N),Y (UTM32N),Site_ID,Reference
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,160292,N/A,Open air,S328,Eide lok. 5- 2012,Y,3990,30,Beta-338825,4526,4474,4409,0,0,0,0,0,0,1,431,12.6,12.1,12.2,11.6,0.4,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,277886.2484,6700248.345,277886.24846700248.345,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,138414,N/A,Open air,S364,Hylkjeneset lok 2,Y,4080,40,Beta-286523,4654,4580,4502,0,0,0,0,0,0,1,N/A,11.7,10.3,10.4,9,0.8,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,299922.479,6713996.93,299922.4796713996.93,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,178791,B17383,Open air,S261,Kallarhaugen lok1,Y,6270,30,Beta-395850,7267,7212,7156,0,0,1,0,0,0,0,928,18,14.7,14.6,12.2,1.8,Late Mesolithic,Late Mesolithic,377559.8443,6931239.866,377559.84436931239.866,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,95735,B16014,Open air,S983,Lok 1,Y,4315,90,T-15492,5090,4913,4786,0,0,0,0,1,0,0,120,12.9,11.8,11.8,10.7,1.1,Early/Middle Neolithic,Early/Middle Neolithic,375304.0313,6945894.312,375304.03136945894.312,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,66458,N/A,Open air,S284,Straume - Fetts fk. 1/1. Ramsvikneset,Y,5010,120,T-431,6000,5757,5551,0,0,0,1,0,0,0,320,12.3,10.7,11.4,7.1,1.5,Early/Middle Neolithic,Early/Middle Neolithic,280286.3545,6739310.658,280286.35456739310.658,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,213099,B17753,Open air,S820,Kvasnes,Y,4490,30,Beta-422242,5297,5166,5040,0,0,0,0,1,0,0,312,15.3,14.4,15.3,12.7,1.2,Early/Middle Neolithic,Early/Middle Neolithic,363730.5118,6923716.077,363730.51186923716.077,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6710,30,Beta-427479,7622,7578,7560,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,66458,N/A,Open air,S284,Straume - Fetts fk. 1/1. Ramsvikneset,Y,5090,180,T-1237,6279,5846,5555,0,0,0,1,0,0,0,320,12.3,10.7,11.4,7.1,1.5,Early/Middle Neolithic,Early/Middle Neolithic,280286.3545,6739310.658,280286.35456739310.658,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,5830,60,Beta-67987 ETH-11613,6785,6636,6490,0,0,0,0,0,0,0,300,10.7,7.7,7.4,5.7,1.5,Early/Middle Neolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,111332,B16960,Open air,S344,Tjeldstø - Lokalitet 6,Y,3905,40,Tua-7026,4425,4335,4230,0,0,0,0,0,0,1,1200,13.5,11.1,11,8.5,1.4,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,272305.536,6724684.871,272305.5366724684.871,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,94922,N/A,Open air,S948,Sture - Lok. 2 - Fjernet,Y,5880,130,T-6977,7011,6703,6397,0,0,1,0,0,0,0,N/A,20.8,15.4,14,12.3,3.4,Late Mesolithic,Late Mesolithic,272883.8968,6727415.198,272883.89686727415.198,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,94922,N/A,Open air,S948,Sture - Lok. 2 - Fjernet,Y,5190,120,T-6570,6212,5962,5705,0,0,0,1,0,0,0,N/A,20.8,15.4,14,12.3,3.4,Early/Middle Neolithic,Early/Middle Neolithic,272883.8968,6727415.198,272883.89686727415.198,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,113777,N/A,Rock shelter,S1008,Myro - Lok. 9. Håkonshella,Y,4750,30,Beta - 315313,5584,5519,5456,0,0,0,0,0,0,0,103,13.9,13.5,13.6,13,0.4,Early/Middle Neolithic,Early/Middle Neolithic,289288,6695969,2.89289E+12,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,113777,N/A,Rock shelter,S1008,Myro - Lok. 9. Håkonshella,Y,4790,30,Beta-344209,5588,5522,5474,0,0,0,0,0,0,0,103,13.9,13.5,13.6,13,0.4,Early/Middle Neolithic,Early/Middle Neolithic,289288,6695969,2.89289E+12,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,113778,N/A,Rock shelter,S1015,Myro - Lok. 9b. Håkonshella,Y,3580,30,Beta-315315,3977,3881,3827,0,0,0,0,0,0,1,93,13.1,12.4,12.7,11.8,0.5,Late Neolithic/Early Bronze Age,Late Neolithic,289294.2591,6695954.704,289294.25916695954.704,
Outer coast,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,107432,B16081/ B15854,Open air,S379,Kleiva,Y,4980,80,Beta-151277,5901,5720,5591,0,0,0,1,0,0,0,75,8.1,7.4,6.9,5.9,1.1,Early/Middle Neolithic,N/A,290536.0244,6835443.962,290536.02446835443.962,
Outer coast,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,170588,B17178/ B17306,Open air,S371,Lok 1 Halsvik / Busetnadsspor,Y,3830,30,Beta-400950,4304,4226,4146,0,0,0,0,0,0,1,800,13,8.9,8,6.7,2.4,Late Neolithic/Early Bronze Age,N/A,287725.5242,6751471.414,287725.52426751471.414,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/170588-1
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,117465,N/A,Rock art site,S383,Vingen Bak Vehammaren,Y,5910,50,Tua-6954,6885,6732,6630,0,0,0,0,0,0,0,3311,20.2,16,16.6,7.2,3,Early/Middle Neolithic,N/A,305873.5075,6860363.156,305873.50756860363.156,
Outer coast,Hordaland,Bergen,4601,N/A,N/A,N/A,113773,N/A,Rock shelter,S1014,Myro - Lok. 7. Håkonshella,Y,3590,30,Beta-315310,3980,3893,3830,0,0,0,0,0,0,1,197,12.2,11.6,11.5,10.8,0.5,Late Neolithic/Early Bronze Age,Late Neolithic,289323.8304,6696059.872,289323.83046696059.872,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162685,B14593,Open air,S461,6 Haukedal,Y,7140,180,Beta-48243,8343,7965,7662,0,0,1,0,0,0,0,250,13.4,11.3,11.1,9.5,1.4,Late Mesolithic,N/A,304285.2827,6865190.125,304285.28276865190.125,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162709,B14588,Open air,S386,1 Haukedal,Y,5220,70,Beta-82833,6196,5994,5889,0,0,0,1,0,0,0,395,8.9,6,6.8,1.4,2.7,Early/Middle Neolithic,N/A,303893.5949,6865432.632,303893.59496865432.632,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,145543,B15747,Open air,S410,Mj?lstadneset lok 9,Y,4990,80,Beta-132227,5902,5730,5594,0,0,0,1,0,0,0,546,10.6,7.2,6.9,4.7,1.9,Early/Middle Neolithic,Early/Middle Neolithic,327768.118,6914851.221,327768.1186914851.221,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6570,30,Beta-468568,7511,7469,7426,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,5250,30,Beta-472530,6025,6002,5928,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6160,30,Beta-472536,7160,7062,6959,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Hordaland,Øygarden,4626,Torsteinsvik,236,169. 272,95150,B13347/ B13754/ B14200,Open air,S336,Torsteinsvik - Lok. 11,Y,5040,80,T-6113,5925,5784,5600,0,0,0,1,0,0,0,110,12.4,9.8,10.7,6.4,2.2,Early Neolithic,Early Neolithic,276788.4336,6713692.116,276788.43366713692.116,
Outer coast,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,170588,B17178/ B17306,Open air,S371,Lok 1 Halsvik / Busetnadsspor,Y,3900,30,Beta-400945,4417,4336,4243,0,0,0,0,0,0,1,800,13,8.9,8,6.7,2.4,Late Neolithic/Early Bronze Age,N/A,287725.5242,6751471.414,287725.52426751471.414,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/170588-1
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6130,30,Beta-428851,7160,7062,6959,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Hordaland,Bergen,4601,N/A,N/A,N/A,224929,N/A,Open air,S324,Fløen Lok. 1,Y,3810,30,Beta-454225,4295,4197,4090,0,0,0,0,0,0,1,2970,24.8,20.4,20,18.5,1.6,Late Neolithic/Early Bronze Age,Late Neolithic,299175.1948,6699292.224,299175.19486699292.224,
Fjords,Hordaland,Alver,4631,Flatøy,1,342,107909,B12886,Open air,S360,Flatøy - Lok. XII,Y,5720,90,T-2947,6677,6518,6310,0,0,1,0,0,0,0,60,16.5,14.2,14.9,7.8,3.4,Late Mesolithic,Late Mesolithic,294740.2781,6716780.035,294740.27816716780.035,
Outer coast,Hordaland,Øygarden,4626,Rong,238,5. 293,126813,B16700/ B16752,Open air,S335,Rongelofthillaren,Y,3920,40,Tra-201,4444,4352,4235,0,0,0,0,0,0,1,30,20.9,10.1,15.2,9.5,7.6,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,275905.9342,6713669.479,275905.93426713669.479,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,140673,B17321/ B17416,Open air,S374,Bakkeneset 2 / S16,Y,6580,30,Beta-420679,7512,7475,7427,0,0,1,0,0,0,0,414,13.5,10.8,10.7,8.9,1.4,Late Mesolithic,N/A,296662.2812,6808597.083,296662.28126808597.083,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,92576,N/A,Open air,S409,Not?y strandhyttegrend,Y,4130,30,Beta-400938,4730,4675,4566,0,0,0,0,1,0,1,7791,11.9,7.6,7.5,4.1,1.6,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,329028.2143,6913189.818,329028.21436913189.818,
Outer coast,Hordaland,Øygarden,4626,Solsvik,25,2,6309,B12665,Open air,S334,Solsvik - Lok. 101. Kobbedalsfjellet,Y,5390,130,T-3949,6411,6163,5906,0,0,1,0,0,0,0,64,13.7,13.3,13.4,12.5,0.4,Late Mesolithic,Late Mesolithic,279002.5482,6707516.028,279002.54826707516.028,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6140,30,Beta-389709,7159,7038,6946,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Hordaland,Bergen,4601,N/A,N/A,N/A,113773,N/A,Rock shelter,S1014,Myro - Lok. 7. Håkonshella,Y,5130,30,Beta-315309,5937,5894,5863,0,0,0,1,0,0,0,197,12.2,11.6,11.5,10.8,0.5,Early/Middle Neolithic,Early/Middle Neolithic,289323.8304,6696059.872,289323.83046696059.872,
Outer coast,Hordaland,Austevoll,4625,N/A,N/A,N/A,99962,N/A,Open air,S127,Kleppsvik - Lok. Spissøy 2,Y,5130,50,Beta-222501,5949,5869,5743,0,0,0,1,0,0,0,70,23.4,22.2,21.8,20.3,1.2,Early/Middle Neolithic,Early/Middle Neolithic,283684.2044,6671882.686,283684.20446671882.686,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6120,30,Beta-458894,7075,6995,6896,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,35751,N/A,Open air,S333,Vindenes - Lok. 62 og 64,Y,4920,200,T-4416,6192,5667,5277,0,0,0,1,0,0,0,438,13.9,12.3,12.2,11.1,1,Early/Middle Neolithic,Early/Middle Neolithic,279615.0569,6707286.398,279615.05696707286.398,
Mainland,Hordaland,Etne,4611,N/A,N/A,N/A,140545,N/A,Open air,S884,Nernes lok. 5.,Y,3300,30,Beta-291453,3578,3516,3451,0,0,0,0,0,0,1,N/A,105.4,99.1,98.6,94.6,3.3,Late Neolithic/Early Bronze Age,N/A,335625.775,6622356.928,335625.7756622356.928,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,9395,160,Ua-890,11113,10657,10249,1,0,0,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Early Mesolithic,Early Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,8980,70,T-7511,10251,10108,9892,1,0,0,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Early Mesolithic,Early Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,5030,80,T-7524,5916,5774,5600,0,0,0,1,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Early/Middle Neolithic,Early/Middle Neolithic,280411.4449,6739309.806,280411.44496739309.806,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,91275,B16233,Rock shelter,S300,Sævarhagen - Sævarhagshellaren,Y,7540,60,Beta-200023,8424,8348,8191,0,0,1,0,0,0,0,2064,70.5,48.6,47.7,31.9,11,Late Mesolithic,Late Mesolithic,355132.9585,6693027.47,355132.95856693027.47,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,91275,B16233,Rock shelter,S300,Sævarhagen - Sævarhagshellaren,Y,7890,50,Poz-15918,8814,8713,8589,0,1,0,0,0,0,0,2064,70.5,48.6,47.7,31.9,11,Middle Mesolithic,Middle Mesolithic,355132.9585,6693027.47,355132.95856693027.47,
Outer coast,Hordaland,Bømlo,4613,Røyksund,27,2. 23,96344,B15180,Open air,S288,Røyksund - Lok. 13. Kjøttvika,Y,4600,40,Beta-90358,5465,5323,5275,0,0,0,0,1,0,0,290,14.4,13.6,14.1,11.8,1,Early/Middle Neolithic,Early/Middle Neolithic,294346.8655,6628277.85,294346.86556628277.85,
Outer coast,Hordaland,Bømlo,4613,Røyksund,27,2. 23,96344,B15180,Open air,S288,Røyksund - Lok. 13. Kjøttvika,Y,4470,60,Beta-87275,5306,5124,4958,0,0,0,0,1,0,0,290,14.4,13.6,14.1,11.8,1,Early/Middle Neolithic,Early/Middle Neolithic,294346.8655,6628277.85,294346.86556628277.85,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,91275,B16233,Rock shelter,S300,Sævarhagen - Sævarhagshellaren,Y,7560,50,Poz-15916,8431,8371,8288,0,0,1,0,0,0,0,2064,70.5,48.6,47.7,31.9,11,Late Mesolithic,Late Mesolithic,355132.9585,6693027.47,355132.95856693027.47,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,91275,B16233,Rock shelter,S300,Sævarhagen - Sævarhagshellaren,Y,7812,45,Ua-45244,8728,8596,8453,0,1,0,0,0,0,0,2064,70.5,48.6,47.7,31.9,11,Middle Mesolithic,Middle Mesolithic,355132.9585,6693027.47,355132.95856693027.47,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,91275,B16233,Rock shelter,S300,Sævarhagen - Sævarhagshellaren,Y,7580,60,Beta-200024,8520,8384,8290,0,0,1,0,0,0,0,2064,70.5,48.6,47.7,31.9,11,Late Mesolithic,Late Mesolithic,355132.9585,6693027.47,355132.95856693027.47,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,4490,70,T-7053,5317,5138,4956,0,0,0,0,1,0,0,400,24.2,16.5,15.3,11.2,4.9,Early/Middle Neolithic,Early/Middle Neolithic,280411.4449,6739309.806,280411.44496739309.806,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,91275,B16233,Rock shelter,S300,Sævarhagen - Sævarhagshellaren,Y,7470,50,Poz-19344,8375,8280,8185,0,0,1,0,0,0,0,2064,70.5,48.6,47.7,31.9,11,Late Mesolithic,Late Mesolithic,355132.9585,6693027.47,355132.95856693027.47,
Fjords,Hordaland,Ullensvang,4618,N/A,N/A,N/A,91275,B16233,Rock shelter,S300,Sævarhagen - Sævarhagshellaren,Y,7450,50,Poz-19341,8371,8268,8179,0,0,1,0,0,0,0,2064,70.5,48.6,47.7,31.9,11,Late Mesolithic,Late Mesolithic,355132.9585,6693027.47,355132.95856693027.47,
Outer coast,Hordaland,Fitjar,4615,N/A,N/A,N/A,122460,N/A,Open air,S894,Fitjar - Kommunehustomta,Y,3020,50,Beta-110359,3360,3217,3070,0,0,0,0,0,0,1,N/A,6.4,6.3,6.4,6.2,0,Late Neolithic/Early Bronze Age,N/A,294487.2671,6648245.964,294487.26716648245.964,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,216270,N/A,Open air,S271,Oshaugflata 2 / Oshaugflata 1,Y,6670,30,Beta-430102,7593,7533,7475,0,0,1,0,0,0,0,1923,10.5,8.3,8.2,7.3,1,Late Mesolithic,Late Mesolithic,335863.5733,6916729.237,335863.57336916729.237,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,66458,N/A,Open air,S284,Straume - Fetts fk. 1/1. Ramsvikneset,Y,5080,90,T-1905,5996,5813,5601,0,0,0,1,0,0,0,320,12.3,10.7,11.4,7.1,1.5,Early/Middle Neolithic,Early/Middle Neolithic,280286.3545,6739310.658,280286.35456739310.658,
Fjords,Sogn og Fjordane,N/A,N/A,N/A,N/A,N/A,162672,B14604,Open air,S399,17 Havnen,Y,6110,110,Beta-78313,7259,6987,6743,0,0,1,0,0,0,0,300,10.7,7.7,7.4,5.7,1.5,Late Mesolithic,N/A,301525.563,6866196.212,301525.5636866196.212,
Outer coast,Hordaland,Bømlo,4613,Røyksund,27,2. 23,96344,B15180,Open air,S288,Røyksund - Lok. 13. Kjøttvika,Y,4710,140,Beta-90354,5736,5418,5030,0,0,0,1,0,0,0,290,14.4,13.6,14.1,11.8,1,Early/Middle Neolithic,Early/Middle Neolithic,294346.8655,6628277.85,294346.86556628277.85,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,5780,80,T-7535,6749,6579,6399,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,5570,70,T-6236,6498,6362,6271,0,0,1,0,0,0,0,400,24.2,16.5,15.3,11.2,4.9,Late Mesolithic,Late Mesolithic,280411.4449,6739309.806,280411.44496739309.806,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,6477,N/A,Open air,S285,Straume - Fetts fk. 3. Kotedalen,Y,4320,70,T-7148,5060,4914,4800,0,0,0,0,1,0,0,400,24.2,16.5,15.3,11.2,4.9,Early/Middle Neolithic,Early/Middle Neolithic,280411.4449,6739309.806,280411.44496739309.806,
Fjords,Hordaland,Alver,4631,N/A,N/A,N/A,148451,N/A,Open air,S941,Alversund. gnr. 137 & 138. Lok. 2,Y,3080,30,Beta-316101,3370,3290,3212,0,0,0,0,0,0,1,N/A,51.5,50.7,50.6,50.2,0.5,Late Neolithic/Early Bronze Age,N/A,293767.6567,6721006.174,293767.65676721006.174,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,270527,N/A,Open air,S958,Stabelvika 2,Y,3600,30,Beta-565354,3985,3906,3831,0,0,0,0,0,0,1,1807,10.9,9.1,9.1,7.6,1,Late Neolithic/Early Bronze Age,Late Neolithic,331403.6454,6917610.587,331403.64546917610.587,
Fjords,Hordaland,Alver,4631,N/A,N/A,N/A,148449,N/A,Open air,S940,Alversund. gnr. 137 & 138. Lok. 1,Y,3080,30,Beta-316099,3370,3290,3212,0,0,0,0,0,0,1,N/A,54.1,53.5,53.6,52.8,0.4,Late Neolithic/Early Bronze Age,N/A,293779.9385,6720972.053,293779.93856720972.053,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,271120,N/A,Open air,S957,Trollhaugen 1,Y,3610,30,Beta-562163,3986,3918,3836,0,0,0,0,0,0,1,6206,25.3,22.7,22.8,20.5,1.2,Late Neolithic/Early Bronze Age,Late Neolithic,351359.7612,6933139.851,351359.76126933139.851,
Fjords,Hordaland,Alver,4631,N/A,N/A,N/A,129905,N/A,Open air,S939,Lok. 2 Alversund,Y,3515,30,Tra-105,3877,3778,3696,0,0,0,0,0,0,1,N/A,52,50.3,50.9,48.3,1.2,Late Neolithic/Early Bronze Age,N/A,293720.4767,6720793.199,293720.47676720793.199,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,171857,N/A,Open air,S947,Harkestad lok 1,Y,3270,30,Beta-372310,3565,3481,3445,0,0,0,0,0,0,1,N/A,6.3,6.1,6.1,6,0.1,Late Neolithic/Early Bronze Age,N/A,272003.3028,6723925.937,272003.30286723925.937,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,95735,B16014,Open air,S983,Lok 1,Y,5200,70,TUa-3567,6125,5972,5861,0,0,0,1,0,0,0,120,12.9,11.8,11.8,10.7,1.1,Early/Middle Neolithic,Early/Middle Neolithic,375304.0313,6945894.312,375304.03136945894.312,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,112417,N/A,Open air,S946,Taule - ?kerrein (2007),Y,3220,85,T-19355,3639,3441,3237,0,0,0,0,0,0,1,N/A,45.8,41.6,42,36.9,2.7,Late Neolithic/Early Bronze Age,N/A,288058.3394,6728082.366,288058.33946728082.366,
Fjords,Hordaland,Ullensvang,4618,Sævarhagen,303,1. 7. 12. 13,91277,B16361,Rock shelter,S299,Sævarhagen - Heller,Y,6290,40,Poz-19338,7316,7212,7156,0,0,1,0,0,0,0,166,39.6,33.2,33.2,26.8,6.4,Late Mesolithic,Late Mesolithic,355006.7965,6693012.414,355006.79656693012.414,
Mainland,Hordaland,Etne,4611,N/A,N/A,N/A,162727,N/A,Open air,S896,Etne-Sauda lok. 10,Y,3390,30,Beta-359061,3702,3624,3560,0,0,0,0,0,0,1,N/A,64.8,64.1,64.2,63.1,0.6,Late Neolithic/Early Bronze Age,N/A,340415.3779,6624517.937,340415.37796624517.937,
Mainland,Hordaland,Etne,4611,N/A,N/A,N/A,162727,N/A,Open air,S896,Etne-Sauda lok. 10,Y,3430,30,Beta-359067,3727,3676,3575,0,0,0,0,0,0,1,N/A,64.8,64.1,64.2,63.1,0.6,Late Neolithic/Early Bronze Age,N/A,340415.3779,6624517.937,340415.37796624517.937,
Outer coast,Hordaland,Alver,4631,N/A,N/A,N/A,66458,N/A,Open air,S284,Straume - Fetts fk. 1/1. Ramsvikneset,Y,4400,90,TUa-2028,5296,5025,4841,0,0,0,0,1,0,0,320,12.3,10.7,11.4,7.1,1.5,Early/Middle Neolithic,Early/Middle Neolithic,280286.3545,6739310.658,280286.35456739310.658,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,109889,B17002,Open air,S968,Myklebust,Y,3680,110,Tua-7485,4304,4024,3813,0,0,0,0,0,0,1,400,18,14.1,15.6,9.9,2.7,Late Neolithic/Early Bronze Age,Late Neolithic,325836.623,6915712.673,325836.6236915712.673,
Outer coast,Hordaland,Øygarden,4626,N/A,N/A,N/A,139841,N/A,Open air,S938,S?re S?le,Y,3570,40,Beta-291389,3979,3869,3819,0,0,0,0,0,0,1,N/A,17,17,17,17,0,Late Neolithic/Early Bronze Age,Late Neolithic,274987.1976,6717179.871,274987.19766717179.871,
Fjords,Hordaland,Alver,4631,N/A,N/A,N/A,90680,N/A,Open air,S945,Storheim - Fetts fk. 1,Y,3460,30,Beta-353184,3831,3729,3680,0,0,0,0,0,0,1,N/A,9.1,8.8,8.8,8.5,0.3,Late Neolithic/Early Bronze Age,N/A,291418.721,6725586.403,291418.7216725586.403,
Fjords,Hordaland,Alver,4631,N/A,N/A,N/A,148458,N/A,Open air,S943,Alversund. gnr. 137 & 138. Lok. 6,Y,3620,30,Beta-316105,3989,3929,3840,0,0,0,0,0,0,1,N/A,61.5,61.5,61.5,61.5,0,Late Neolithic/Early Bronze Age,Late Neolithic,293825.8021,6721177.852,293825.80216721177.852,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6730,30,Beta-428840,7665,7594,7566,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,147364,B17281,Open air,S464,Longva - Lok. 65,Y,6560,40,Beta-428846,7517,7467,7421,0,0,1,0,0,0,0,2869,10.5,9.6,9.8,6.9,0.7,Late Mesolithic,Late Mesolithic,360446.2143,6951103.667,360446.21436951103.667,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,95621,B16038,Open air,S825,Sk?rbreivik lok 32,Y,4195,65,TUa-3298,4858,4716,4567,0,0,0,0,0,0,1,497,11.5,9.9,9.7,8.8,1,Late Neolithic/Early Bronze Age,Early/Middle Neolithic,374801.7025,6945936.698,374801.70256945936.698,
Fjords,Sunnmøre,N/A,N/A,N/A,N/A,N/A,95680,B16025,Open air,S823,Haugen lok 4,Y,4430,125,T-15489,5333,5074,4815,0,0,0,0,1,0,0,80,9.9,8.7,8.7,7.5,1.2,Early/Middle Neolithic,Early/Middle Neolithic,375294.9813,6945546.083,375294.98136945546.083,
