Ecozone,Admn.County,Muncipality,Muncipality_nr,Farmstead,Gnr,Bnr,AskeladdenID,UiB.nr,Site type,Site name,m2,Conventional date,X (UTM32N),Y (UTM32N),M.a.s.l (Geom_Max),M.a.s.l (Geom_Mean),M.a.s.l (Geom_Median),M.a.s.l (Geom_Min),M.a.s.l (Geom_Stdev),M.a.s.l (Single point),Reference
Fjords,Hordaland,Austrheim,4632,Hopland,155,4,6696,B14545,Open air,Hopland - Snekkevik 9. Tangane,53,Middle/Late Mesolithic,280200.5544,6739881.111,16.17583084,15.83831024,15.83831024,15.50078964,0.337520599,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/6696-1
Outer coast,Hordaland,Bømlo,4613,N/A,59,145,160768,B18328,Open air,Lokalitet 4S Vorlandsvågen,56.32,Middle/Late Mesolithic,287376.0153,6614275.838,14.98785591,13.36804564,12.8779726,12.74941826,0.844051042,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/160768-1
Outer coast,Hordaland,Bømlo,4613,Røyksund,27,23-Jan,96350,B15187,Open air,Røyksund - Lok. 20. Skatevika,1000,Middle/Late Mesolithic,294646.3535,6627884.584,16.2081356,13.0075628,12.42821455,11.62492466,1.460260848,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/96350-1
Fjords,Hordaland,Alver,4631,Straume,493,2,25559,B14516,Open air,Rappeneset 18 (R18),132,Middle/Late Mesolithic,279813.7538,6739173.843,26.31814575,23.90990906,23.0010519,22.36262321,1.604427631,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25559-1
Outer coast,Hordaland,Stord,4614,Føyno,51,2/46,35502,N/A,Open air,Føyno - Lok. 1 (1997),2500,Middle/Late Mesolithic,298142.6377,6628030.668,19.92099762,15.23268046,15.10013056,11.67328739,2.194611352,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/35502-1
Outer coast,Hordaland,Bømlo,4613,Spissøy,25,6,96418,B16587,Open air,Spissøy - Lok. 2,50,Middle/Late Mesolithic,296440.879,6626090.155,8.709382057,8.534487228,8.562465668,7.545132637,0.57421035,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/96418-1
Outer coast,Hordaland,Austevoll,4625,Bakkholmen,39,1,97201,B16003,Open air,Bakkholmen - Lok. 7,205.19,Middle/Late Mesolithic,288061.6387,6668679.759,9.074147224,8.695645332,8.554943085,8.457845688,0.270560822,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97201-1
Outer coast,Hordaland,Bømlo,4613,Røyksund,27,23-Feb,96407,B15247,Open air,Røyksund - Lok. 94. Apalevika,246.7,Middle/Late Mesolithic,294529.902,6628096.427,20.36611176,16.69786676,15.11716747,14.61032104,2.602081135,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/96407-1
Outer coast,Hordaland,Bømlo,4613,Røyksund,27,23-Jan,96352,B15216,Open air,Røyksund - Lok. 59. Skiftesvika,750,Middle/Late Mesolithic,294646.8189,6627936.34,12.0114584,10.19544172,10.19544172,8.379425049,1.816016674,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/96352-1
Mainland,Hordaland,Alver,4631,Flatøy,1,342,107942,B14750,Open air,Krossnes lok. 1,151,Middle/Late Mesolithic,294689.1429,6716337.715,14.88262463,14.54264355,14.54264355,14.20266247,0.339981079,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/107942-1
Outer coast,Hordaland,Stord,4614,Føyno,51,46,108575,B15212,Open air,Føyno - Lok. 52. Grovikjo,100,Middle/Late Mesolithic,298099.9032,6628024.233,11.90547657,11.87859106,11.87859106,11.85170555,0.026885509,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108575-1
Outer coast,Hordaland,Stord,4614,Føyno,51,46,108587,B15292,Open air,Føyno - Lok. 117. Symjingehaugane,400,Middle/Late Mesolithic,297979.0582,6627994.328,11.09384251,10.58955657,10.65803576,10.00080204,0.343483986,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108587-1
Outer coast,Hordaland,Bergen,4601,Dolvik,34,279/429/487,113902,B16136,Open air,Dolvik 2,100,Middle/Late Mesolithic,293790.6631,6691819.843,22.41099167,17.19747038,17.07842255,15.19614601,2.542931157,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/113902-1
Mainland,Hordaland,Øygarden,4626,Glesnes,0 & 34,04-Jan,66502,B15745,Open air,Kvernaviksvatnet lok. 1,309.5,Middle/Late Mesolithic,280523.2139,6682397.903,15.70134068,13.90960145,13.64388371,12.64929771,1.298518548,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/66502-1
Mainland,Hordaland,Askøy,4627,Hanevik,23,2,115589,B16801,Open air,Hanevik - Askevatnet lokalitet 3,81.38,Middle/Late Mesolithic,288992.7021,6711966.074,16.30908775,14.21660063,14.01513672,10.94626522,1.996343621,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/115589-1
Fjords,Hordaland,Askøy,4627,Hanevik,23,4,115588,B16802,Open air,Hanevik - Askevatnet lokalitet 2,50.44,Middle/Late Mesolithic,289031.5179,6711911.675,15.35404205,12.66361812,14.01206398,11.13171101,1.936596643,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/115588-1
Outer coast,Hordaland,Bergen,4601,Myro,129,5/178/597,113776,B16855,Open air,Myro - Lok. 8. Håkonshella,200,Middle/Late Mesolithic,289291.4074,6695991.244,15.40494919,14.54460414,14.53147125,13.84427166,0.531560796,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/113776-1
Fjords,Hordaland,Alver,4631,Leirvik,304,25,108157,B15623,Open air,Meland golf lok. 30,50,Middle/Late Mesolithic,285250.7706,6717915.381,16.56911469,16.44371033,16.44371033,16.31830597,0.125404358,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108157-1
Outer coast,Hordaland,Øygarden,4626,Knappskog,30,466,95692,B14351,Open air,Knappeskog lok. 2,60,Middle/Late Mesolithic,282505.7264,6701623.741,28.29969406,22.20880985,20.42820549,19.67913437,3.546261835,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95692-1
Outer coast,Hordaland,Kvinnherad,4617,Sunde,258,12-Feb,95871,N/A,Open air,Sunde - Lok. 1,959.01,Middle/Late Mesolithic,329848.7411,6632748.714,23.58758736,20.98138275,21.24139309,18.86274719,1.547468993,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95871-1
Fjords,Hordaland,Bergen,4601,Steinestø,172,170/171,113835,B15852,Open air,Steinestø lok. 2,35,Middle/Late Mesolithic,297742.551,6715167.359,13.65916824,12.19406859,12.21226978,10.71076775,1.203748267,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/113835-1
Fjords,Hordaland,Bergen,4601,Steinestø,172,67/168/178,113836,B15853,Open air,Steinestø lok. 3,9,Middle/Late Mesolithic,297814.8907,6715125.214,13.50245571,13.46563148,13.46563148,13.42880726,0.036824226,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/113836-1
Outer coast,Hordaland,Øygarden,4626,Bjorøy,50,7/673,95599,B14570,Open air,Nilsvikdalen lok. 3,25,Middle/Late Mesolithic,289006.0308,6694530.097,21.02108192,20.78791618,20.78791618,20.55475044,0.233165741,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95599-1
Outer coast,Hordaland,Askøy,4627,Follese,12,1742/389,109879,B17085,Open air,Follese - Lok. 1. Haugadalen,1000,Middle/Late Mesolithic,288106.9247,6703728.046,16.86694717,13.66869948,13.70061398,11.41265774,1.685533656,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/109879-1
Fjords,Hordaland,Stord,4614,Mjelkevikjo,60,13,116205,B13847/B13712/B13711,Open air,Melkevik - Lok. Melkevik Nord (Lok. B),45,Middle/Late Mesolithic,295629.7631,6633553.071,20.67394257,16.50140793,17.88336468,15.30679512,2.79255166,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/116205-1
Outer coast,Hordaland,Bømlo,4613,Røyksund,27,1,96353,B15217,Open air,Røyksund - Lok. 60. Kjøttvika,224,Middle/Late Mesolithic,294282,6628448,16.1913147,15.27442122,15.27442122,14.35752773,0.916893482,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/96353-1
Outer coast,Hordaland,Bømlo,4613,Røyksund,27,1,96353,B15217,Open air,Røyksund - Lok. 60. Kjøttvika,45,Middle/Late Mesolithic,294282,6628448,16.1913147,15.27442122,15.27442122,14.35752773,0.916893482,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/96353-1
Outer coast,Hordaland,Stord,4614,Setravik,53,126,106369,B18030/B18031,Open air,"Setravik - Lok. 3, Grunnavågsneset",302.74,Middle/Late Mesolithic,296996.9086,6631297.486,17.92372322,17.52628771,17.4745121,17.18062782,0.305568572,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/106369-1
Mainland,Hordaland,Øygarden,4626,Breivik,245,6,94838,B14618,Open air,Breivik - Lok. 6. Revarvika,140,Middle/Late Mesolithic,271323.0217,6720951.923,17.53764725,12.8531177,11.70135927,10.47210503,2.751048274,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/94838-1
Outer coast,Hordaland,Øygarden,4626,Breivik,245,6,94838,B14618,Open air,Breivik - Lok. 6. Revarvika,140,Middle/Late Mesolithic,271323.0217,6720951.923,17.53764725,12.8531177,11.70135927,10.47210503,2.751048274,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/94838-1
Mainland,Hordaland,Øygarden,4626,Hellesund,209,1,95569,B15525,Open air,Hellesund - Lok. 2. Lammestokkbråtane,194.82,Middle/Late Mesolithic,270946,6732949,16.36276627,15.76922655,15.76922655,15.17568684,0.593539715,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95569-1
Outer coast,Hordaland,Øygarden,4626,Hellesund,209,1,95569,B15525,Open air,Hellesund - Lok. 2. Lammestokkbråtane,194.28,Middle/Late Mesolithic,270945.5648,6732949.407,16.36276627,15.76922655,15.76922655,15.17568684,0.593539715,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95569-1
Outer coast,Hordaland,Øygarden,4626,Hellesund,209,1,25544,B15629,Open air,Hellesund - Lok. 4. Lammestokkbrotane,49,Middle/Late Mesolithic,270943,6732960,15.65236282,13.56318069,13.42738819,11.74558353,1.440710705,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/25544-1
Outer coast,Hordaland,Masfjorden,4634,N/A,6,97,213761,N/A,Open air,Risnes Lok.1 Steinalderboplass,81,Middle/Late Mesolithic,293200.7221,6750743.925,18.322155,13.8169489,13.97299862,12.84860802,2.358963519,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/213761-1
Fjords,Hordaland,Bergen,4601,Bjørge,29,563,103922,B17174/B16902,Open air,Bjørge lok. 2,593.44,Middle/Late Mesolithic,293027.3559,6694932.434,19.62584114,17.34002934,18.35339355,12.97428036,2.36126442,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/103922-1
Outer coast,Hordaland,Øygarden,4626,Tjeldstø,252,35/79,111328,B16898,Open air,Tjeldstø lokalitet 5,800,Middle/Late Mesolithic,272445.1322,6724522.777,11.92204666,10.51602209,10.2273283,9.256986618,1.011065246,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/111328-1
Outer coast,Hordaland,Alver,4631,Leirvik,4,5,108171,B14999,Open air,Beitingen lok. 1,275,Middle/Late Mesolithic,284078.4421,6717979.059,14.61521816,13.44424248,13.32027292,12.5212059,0.789032146,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108171-1
Fjords,Hordaland,Øygarden,4626,Dale,242,75/102,94878,B15571,Open air,Kollsnes Næringspark lok. 23,1095.92,Middle/Late Mesolithic,273856,6720158,15.82158756,13.13898905,13.16649961,11.14467621,1.419114416,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/94878-1
Fjords,Hordaland,Askøy,4627,Seterstølen,25,5,115590,B16800,Open air,Seterstølen - Askevatnet lokalitet 4 (Fas 1),105.43,Middle/Late Mesolithic,289280,6712908,15.28539753,14.49754047,14.49754047,13.70968342,0.787857056,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/115590-1
Mainland,Hordaland,Askøy,4627,Seterstølen,25,5,115590,B16800,Open air,Seterstølen - Askevatnet lokalitet 4 (Fas 2),105.43,Middle/Late Mesolithic,289280,6712908,15.28539753,14.49754047,14.49754047,13.70968342,0.787857056,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/115590-1
Fjords,Hordaland,Bergen,4601,Steinestø,172,172,113833,B15851,Open air,Steinestø lok. 1,40,Middle/Late Mesolithic,297714.3649,6715178.455,12.40999031,12.40999031,12.40999031,12.40999031,0,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/113833-1
Outer coast,Hordaland,Sveio,4612,Bråtveit Vestre,87,3,214120,B18541,Open air,Bjelland lokalitet 1 / Aktivitetsomr?de steinalder,144.02,Middle/Late Mesolithic,295917.312,6605675.38,14.29500103,14.22731066,14.22731066,14.15962029,0.067690372,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/214120-1
Mainland,Hordaland,Øygarden,4626,Bildøy,34,03-Feb,160877,B17680,Open air,Bildøy-Lok 17 / Bildøy-Lok 6,1006.18,Middle/Late Mesolithic,284945.5172,6697834.474,15.61615181,13.01630442,12.32649422,11.29662037,1.439829085,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/160877-1
Fjords,Hordaland,Øygarden,4626,Rong,238,6,268971,B18468,Open air,Vikane - lok 12,175.85,Middle/Late Mesolithic,276057.4274,6714714.122,16.28641891,13.78441256,12.54717779,9.866923332,2.176190465,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/268971-0
Outer coast,Hordaland,Sveio,4612,Tjernagel,50,26,106166,B13651,Open air,Tjernagel - Lok. 2. Tjernagelhaugen,40,Middle/Late Mesolithic,292345.6193,6614747.117,14.5761776,14.2469533,14.17214918,14.06469631,0.202454233,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/106166-1
Outer coast,Hordaland,Bømlo,4613,Espevær,46,05-Jan,72829,B13196,Open air,Espevær - Steinalderlok.. Åkerkve,975,Middle/Late Mesolithic,282575.0333,6612641.957,6.005151272,3.314988236,3.486413598,1.625260115,1.122924053,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/72829-1
Fjords,Hordaland,Sveio,4612,Vikse,69,5,135045,B18116,Open air,Vikse - Steinalderlokalitet (2004),8.23,Middle/Late Mesolithic,289531.2569,6600909.905,15.88333035,12.84951553,12.88341713,11.70637131,1.628054842,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/135045-1
Mainland,Hordaland,Bømlo,4613,Røyksund Indre,27,2,96345,B15181,Open air,Røyksund - Lok. 14. Kjøttvika,716.33,Middle/Late Mesolithic,294397.1642,6628270.47,13.33763981,11.19194017,10.88195038,10.05000305,1.116635892,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/96345-1
Outer coast,Hordaland,Bømlo,4613,Håvik. indre,9,5,66724,B15190,Rock shelter,"Håvik - Lok. 23, Hatlelia",59.5,Middle/Late Mesolithic,294075.1988,6629981.784,43.38285065,40.88406319,41.9943943,40.60593796,1.777820632,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/66724-1
Outer coast,Hordaland,Bømlo,4613,Røyksund Indre,27,1,96343,B15179,Open air,Røyksund - Lok. 12. Kjøttvika,738.55,Middle/Late Mesolithic,294320.1772,6628322.861,14.86631203,14.34956455,14.3712101,13.89708042,0.286077856,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/96343-1
Outer coast,Hordaland,Bergen,4601,Myro (Laksevåg),129,5,113770,B18233,Rock shelter,"Myro - Lok. 4, Håkonshella",64,Middle/Late Mesolithic,289247.2335,6696096.625,14.56925011,14.319792,14.31271362,14.18956757,0.140792188,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/113770-1
Outer coast,Hordaland,Alver,4631,Straume,493,2,45504,B14511,Open air,Rappeneset 13 (R13),60,Middle/Late Mesolithic,279396.0413,6739588.66,13.40839672,11.88935709,11.88935709,10.37031746,1.519039631,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/45504-1
Outer coast,Hordaland,Bergen,4601,Dolvik,34,279/429/487,113902,B16136,Open air,Dolvik 2,100,Middle/Late Mesolithic,293790.6631,6691819.843,22.41099167,17.19747038,17.07842255,15.19614601,2.542931157,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/113902-1
Outer coast,Hordaland,Sveio,4612,Bråtveit Vestre,87,3,214121,B18542,Open air,Bjelland lokalitet 2 / Aktivitetsområde steinalder,30.56,Middle/Late Mesolithic,295865.904,6605688.011,13.97993851,12.59035679,12.91620541,12.27274132,0.813561364,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/214121-1
Outer coast,Hordaland,Bømlo,4613,Berge,61,3,89425,B17278,Open air,"Berge - Lok. 1, Lindal / Lok. 1 Lindalen",313.84,Middle/Late Mesolithic,287628.7789,6619164.101,13.41245174,13.36564382,13.37360477,13.31087494,0.04184889,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/89425-1
Outer coast,Hordaland,Bømlo,4613,Røyksund,27,44615,96346,N/A,Open air,Røyksund - Lok. 15. Kjøttvika,500,Middle/Late Mesolithic,294423.3412,6628249.581,12.89065933,12.32278506,12.51558828,11.20921803,0.559260709,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/96346-1
Outer coast,Hordaland,Øygarden,4626,Bildøy,34,6/199,211651,B17684,Open air,Bildøy Lok. 21,195.41,Middle/Late Mesolithic,284661.7512,6698323.078,14.09089851,13.18817568,13.18817568,12.28545284,0.902722836,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/211651-1
Fjords,Hordaland,Austevoll,4625,Drivenes Nordre,1,50,160853,B17015,Open air,Lokalitet 1 Bekkjarviksund,50,Middle/Late Mesolithic,288051.9907,6659194.799,13.99412727,13.91030091,13.78993988,13.31578255,0.318472228,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/160853-1
Outer coast,Hordaland,Sveio,4612,Tjernagel søre,50,26,106167,B13652,Open air,Tjernagel - Lok. 3. Tjernagelhaugen,40,Middle/Late Mesolithic,292300.8275,6614609.095,14.00961781,13.91949081,13.91949081,13.82936382,0.090126991,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/106167-1
Outer coast,Hordaland,Øygarden,4626,Bildøy,34,126,175010,B17633,Open air,Sotrasambandet lok 20 Nordre Bildøy,100,Middle/Late Mesolithic,285317.939,6697778.825,14.81882858,14.26576805,14.26576805,13.71270752,0.553060532,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/175010-1
Outer coast,Hordaland,Øygarden,4626,Bildøy,34,2,160865,B17677,Open air,Bildøy-lok 14 / Lok 3,778,Middle/Late Mesolithic,284689.9687,6697363.444,14.73713779,13.36886706,13.78190422,11.48894119,1.035430767,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/160865-1
Outer coast,Hordaland,Bømlo,4613,Hille,4,3,176925,B17822,Open air,Lokalitet Hidle,320.46,Middle/Late Mesolithic,288814.9973,6627001.446,15.94621944,15.43114471,15.81002045,14.53719425,0.634559224,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/176925-1
Outer coast,Hordaland,Øygarden,4626,Bildøy,34,6/113/4,141407,B17665,Open air,Bildøy lok 3,582,Middle/Late Mesolithic,284982.1701,6698139.666,15.32332897,13.86111275,14.12701845,11.96312714,1.429523539,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/141407-1
Outer coast,Hordaland,Sveio,4612,Eltravåg,56,39/77/103,112109,B15822,Open air,Eltravåg - Steinalderlokalitet,250,Middle/Late Mesolithic,290127.0285,6608207.424,14.11434841,13.26892177,12.69594765,11.2755537,1.281933586,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/112109-1
Outer coast,Hordaland,Øygarden,4626,Bildøy,34,126,175008,B17632,Open air,Sotrasambandet lok 19 Nordre Bildøy,200,Middle/Late Mesolithic,285355.4979,6697703.556,14.83998299,14.30257368,14.29468966,13.78093243,0.438307106,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/175008-1
Mainland,Hordaland,Øygarden,4626,Bildøy,34,2,160859,B17675,Open air,Bildøy-Lok 12 / Lok 1. Bildøy,1618,Middle/Late Mesolithic,284678.8717,6697456.076,16.03999138,13.78313923,14.43578959,10.79480934,1.554826361,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/160859-1
Outer coast,Hordaland,Stord,4614,Føyno,51,3/50,108631,B15395,Open air,Føyno - Lok. 138. Jensavikdalen,1375,Middle/Late Mesolithic,297377.3938,6627652.722,24.81475639,14.69733338,13.70257902,12.17903614,2.776738456,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/108631-1
Fjords,Hordaland,Kvinnherad,4617,Sunde,258,44604,95871,N/A,Open air,Sunde - Lok. 1,959.01,Middle/Late Mesolithic,329851,6632746,N/A,N/A,N/A,N/A,N/A,21.36758232,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95871-1
Outer coast,Hordaland,Austevoll,4625,Rabben,10,83,97728,N/A,Open air,Rabben - Lok. 1 (2002),448,Middle/Late Mesolithic,284888.3976,6658637.347,13.18788815,10.5784049,12.09804296,6.462461472,2.824988352,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/97728-1
Fjords,Hordaland,Øygarden,4626,Bildøy,34,6/199,211652,B17685,Open air,Bildøy Lok. 22,183.69,Middle/Late Mesolithic,284643.9848,6698338.771,14.33102894,13.53581119,13.34957647,10.94333363,1.357505306,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/211652-1
Mainland,Hordaland,Sveio,4612,Tjernagel Søre/Lokna,50 &  51,44654,106179,B13664,Open air,Lokna (Tjernagel) - Lok. 15. Hillersvik,145.19,Middle/Late Mesolithic,292519.6942,6614224.614,14.12012863,13.2274328,13.08203363,12.87184811,0.422356547,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/106179-1
Outer coast,Hordaland,Bergen,4601,Myro,129,5/705,113772,N/A,Open air,Håkonshella 6,125.09,Middle/Late Mesolithic,289266.8497,6696083.046,15.05195141,14.00439882,14.00439882,12.95684624,1.047552586,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/113772-1
Outer coast,Hordaland,Øygarden,4626,Bjorøy,50,7/504,95584,B14568,Open air,Bjorøy - Lok. 1. Sørevatnet,188.05,Middle/Late Mesolithic,288991.2664,6694263.171,13.38863277,12.56981277,12.56981277,11.75099277,0.81882,N/A,https://askeladden.ra.no/AskeladdenRedigering/#/kulturminneskjema/95584-1
